,feature,score
381,value__autocorrelation__lag_4|V_10m,0.0
380,value__autocorrelation__lag_4|V_100m,0.0
379,value__autocorrelation__lag_4|U_10m,0.0
378,value__autocorrelation__lag_4|U_100m,0.0
376,value__autocorrelation__lag_4|CLCT,0.0
374,value__autocorrelation__lag_3|V_100m,0.0
373,value__autocorrelation__lag_3|U_10m,0.0
372,value__autocorrelation__lag_3|U_100m,0.0
371,value__autocorrelation__lag_3|T,0.0
370,value__autocorrelation__lag_3|CLCT,0.0
369,value__autocorrelation__lag_2|V_10m,0.0
367,value__autocorrelation__lag_2|U_10m,0.0
364,value__autocorrelation__lag_2|CLCT,0.0
363,value__autocorrelation__lag_1|V_10m,0.0
362,value__autocorrelation__lag_1|V_100m,0.0
361,value__autocorrelation__lag_1|U_10m,0.0
360,value__autocorrelation__lag_1|U_100m,0.0
359,value__autocorrelation__lag_1|T,0.0
358,value__autocorrelation__lag_1|CLCT,0.0
357,value__autocorrelation__lag_0|V_10m,0.0
356,value__autocorrelation__lag_0|V_100m,0.0
385,value__autocorrelation__lag_5|U_10m,0.0
694,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|CLCT",0.0
579,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4|V_10m",0.0
696,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|U_100m",0.0
985,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|CLCT",0.0
984,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2|V_10m",0.0
982,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2|U_10m",0.0
980,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2|T",0.0
979,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2|CLCT",0.0
978,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|V_10m",0.0
977,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|V_100m",0.0
976,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|U_10m",0.0
975,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|U_100m",0.0
974,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|T",0.0
986,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|T",0.0
973,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_10|CLCT",0.0
971,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|V_100m",0.0
969,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|U_100m",0.0
968,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|T",0.0
967,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|CLCT",0.0
966,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20|V_10m",0.0
965,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20|V_100m",0.0
964,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20|U_10m",0.0
963,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20|U_100m",0.0
961,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20|CLCT",0.0
960,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2|V_10m",0.0
972,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|V_10m",0.0
959,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2|V_100m",0.0
987,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|U_100m",0.0
989,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|V_100m",0.0
1016,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|T",0.0
1015,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|CLCT",0.0
1014,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20|V_10m",0.0
1013,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20|V_100m",0.0
1012,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20|U_10m",0.0
1011,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20|U_100m",0.0
1009,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_20|CLCT",0.0
1007,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2|V_100m",0.0
1006,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2|U_10m",0.0
695,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|T",0.0
988,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|U_10m",0.0
1004,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2|T",0.0
1002,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10|V_10m",0.0
1000,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10|U_10m",0.0
999,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10|U_100m",0.0
996,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|V_10m",0.0
995,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|V_100m",0.0
994,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|U_10m",0.0
993,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|U_100m",0.0
992,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|T",0.0
991,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5|CLCT",0.0
990,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_20|V_10m",0.0
1003,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2|CLCT",0.0
958,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2|U_10m",0.0
956,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2|T",0.0
955,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2|CLCT",0.0
927,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|U_100m",0.0
926,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|T",0.0
925,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|CLCT",0.0
924,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5|V_10m",0.0
922,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5|U_10m",0.0
921,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5|U_100m",0.0
920,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5|T",0.0
919,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_5|CLCT",0.0
918,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|V_10m",0.0
917,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|V_100m",0.0
928,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|U_10m",0.0
916,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|U_10m",0.0
914,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|T",0.0
913,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|CLCT",0.0
912,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|V_10m",0.0
911,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|V_100m",0.0
910,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|U_10m",0.0
909,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|U_100m",0.0
908,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|T",0.0
907,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_2|CLCT",0.0
906,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|V_10m",0.0
905,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|V_100m",0.0
915,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20|U_100m",0.0
929,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|V_100m",0.0
930,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_10|V_10m",0.0
931,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|CLCT",0.0
954,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|V_10m",0.0
953,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|V_100m",0.0
952,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|U_10m",0.0
951,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|U_100m",0.0
950,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|T",0.0
949,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_10|CLCT",0.0
948,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|V_10m",0.0
947,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|V_100m",0.0
946,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|U_10m",0.0
945,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|U_100m",0.0
944,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|T",0.0
943,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_5|CLCT",0.0
942,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|V_10m",0.0
941,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|V_100m",0.0
940,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|U_10m",0.0
939,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|U_100m",0.0
938,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|T",0.0
937,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20|CLCT",0.0
936,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|V_10m",0.0
935,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|V_100m",0.0
934,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|U_10m",0.0
933,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|U_100m",0.0
932,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2|T",0.0
1017,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|U_100m",0.0
1018,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|U_10m",0.0
1019,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|V_100m",0.0
1020,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5|V_10m",0.0
1109,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|V_100m",0.0
1108,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|U_10m",0.0
1107,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|U_100m",0.0
1106,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|T",0.0
1105,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|CLCT",0.0
1104,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2|V_10m",0.0
1103,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2|V_100m",0.0
1101,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2|U_100m",0.0
1100,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2|T",0.0
1099,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2|CLCT",0.0
1110,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_20|V_10m",0.0
1098,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10|V_10m",0.0
2192,value__variance_larger_than_standard_deviation|V_100m,0.0
1095,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10|U_100m",0.0
1094,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10|T",0.0
1093,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10|CLCT",0.0
1091,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5|V_100m",0.0
1090,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5|U_10m",0.0
1089,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5|U_100m",0.0
1088,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5|T",0.0
1087,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5|CLCT",0.0
1086,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|V_10m",0.0
1097,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10|V_100m",0.0
1111,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|CLCT",0.0
1112,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|T",0.0
1113,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|U_100m",0.0
1138,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5|U_10m",0.0
1137,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5|U_100m",0.0
1136,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5|T",0.0
1135,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5|CLCT",0.0
1134,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|V_10m",0.0
1133,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|V_100m",0.0
1132,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|U_10m",0.0
1131,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|U_100m",0.0
1130,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|T",0.0
1129,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20|CLCT",0.0
1128,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|V_10m",0.0
1127,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|V_100m",0.0
1126,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|U_10m",0.0
1125,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|U_100m",0.0
1124,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|T",0.0
1123,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2|CLCT",0.0
1121,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10|V_100m",0.0
1120,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10|U_10m",0.0
1119,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10|U_100m",0.0
1118,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10|T",0.0
1116,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|V_10m",0.0
1115,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|V_100m",0.0
1114,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5|U_10m",0.0
1085,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|V_100m",0.0
904,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|U_10m",0.0
1084,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|U_10m",0.0
1082,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|T",0.0
1048,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10|U_10m",0.0
1046,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10|T",0.0
1045,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10|CLCT",0.0
1044,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_5|V_10m",0.0
1040,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_5|T",0.0
1038,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|V_10m",0.0
1037,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|V_100m",0.0
1036,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|U_10m",0.0
1035,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|U_100m",0.0
1033,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|CLCT",0.0
1049,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10|V_100m",0.0
1032,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|V_10m",0.0
1030,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|U_10m",0.0
1029,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|U_100m",0.0
1028,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|T",0.0
1027,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|CLCT",0.0
1026,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|V_10m",0.0
1025,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|V_100m",0.0
1024,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|U_10m",0.0
1023,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|U_100m",0.0
1022,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|T",0.0
1021,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10|CLCT",0.0
1031,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2|V_100m",0.0
1050,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10|V_10m",0.0
1051,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2|CLCT",0.0
1052,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2|T",0.0
1081,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|CLCT",0.0
1080,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2|V_10m",0.0
1079,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2|V_100m",0.0
1077,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2|U_100m",0.0
1075,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2|CLCT",0.0
1074,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|V_10m",0.0
1073,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|V_100m",0.0
1072,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|U_10m",0.0
1071,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|U_100m",0.0
1070,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|T",0.0
1069,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10|CLCT",0.0
1067,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5|V_100m",0.0
1066,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5|U_10m",0.0
1065,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5|U_100m",0.0
1064,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5|T",0.0
1063,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5|CLCT",0.0
1062,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20|V_10m",0.0
1060,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20|U_10m",0.0
1058,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20|T",0.0
1057,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_20|CLCT",0.0
1056,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2|V_10m",0.0
1055,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2|V_100m",0.0
1053,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2|U_100m",0.0
1083,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_20|U_100m",0.0
903,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|U_100m",0.0
1005,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2|U_100m",0.0
901,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|CLCT",0.0
775,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|U_10m",0.0
774,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|U_100m",0.0
773,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|T",0.0
772,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|CLCT",0.0
770,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|V_100m",0.0
769,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|U_10m",0.0
768,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|U_100m",0.0
767,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|T",0.0
766,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|CLCT",0.0
765,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|V_10m",0.0
776,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|V_100m",0.0
764,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|V_100m",0.0
762,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|U_100m",0.0
761,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|T",0.0
760,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|CLCT",0.0
759,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|V_10m",0.0
758,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|V_100m",0.0
757,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|U_10m",0.0
756,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|U_100m",0.0
755,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|T",0.0
754,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4|CLCT",0.0
753,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2|V_10m",0.0
763,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6|U_10m",0.0
751,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2|U_10m",0.0
777,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2|V_10m",0.0
779,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|T",0.0
805,value__cid_ce__normalize_True|U_10m,0.0
804,value__cid_ce__normalize_True|U_100m,0.0
803,value__cid_ce__normalize_True|T,0.0
800,value__cid_ce__normalize_False|V_100m,0.0
799,value__cid_ce__normalize_False|U_10m,0.0
798,value__cid_ce__normalize_False|U_100m,0.0
797,value__cid_ce__normalize_False|T,0.0
796,value__cid_ce__normalize_False|CLCT,0.0
795,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|V_10m",0.0
794,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|V_100m",0.0
778,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|CLCT",0.0
793,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|U_10m",0.0
791,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|T",0.0
790,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|CLCT",0.0
789,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6|V_10m",0.0
788,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6|V_100m",0.0
787,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6|U_10m",0.0
785,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6|T",0.0
784,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6|CLCT",0.0
783,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|V_10m",0.0
781,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|U_10m",0.0
780,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|U_100m",0.0
792,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8|U_100m",0.0
806,value__cid_ce__normalize_True|V_100m,0.0
750,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2|U_100m",0.0
747,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|V_10m",0.0
902,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10|T",0.0
718,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|CLCT",0.0
717,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0|V_10m",0.0
716,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0|V_100m",0.0
715,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0|U_10m",0.0
713,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0|T",0.0
712,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0|CLCT",0.0
711,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|V_10m",0.0
710,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|V_100m",0.0
709,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|U_10m",0.0
720,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|U_100m",0.0
708,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|U_100m",0.0
